city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Teramo,Italy,15.81,50.05,9.48,4.74,4.21,1.58,2.11,0.88,1.05,1.58,1.84,2.52,16.16,11.59,12.64,1.48,1.42,2.11,2.11,1.09,1.58,0.79,0.30,5.27,1.02,1.40,6.06,2.63,41.10,11.59,0.68,28.98,2.08,26343.63,21074.90,342.47,0.32,28.98,51.37,24.59,7.90,316.12,nan,73.76,110.64,57.96,81.67,474.19,368.81,684.93,579.56,4214.98,3371.98,1404.99,1.75,0.00
Sarpsborg,Norway,20.45,51.38,9.20,7.19,9.25,3.60,1.75,2.26,1.95,3.08,2.88,3.08,8.22,11.30,20.55,2.06,2.06,2.06,1.03,1.54,2.00,1.54,1.54,13.36,3.08,2.57,14.28,2.57,nan,6.94,2.29,45.42,2.14,nan,nan,154.13,0.07,60.06,41.10,nan,13.36,267.15,3440.09,71.93,nan,82.10,123.30,873.38,719.26,1284.38,1027.51,4231.28,2671.52,2774.27,2.70,0.00
Cholet,France,15.81,47.42,8.43,5.27,4.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.11,2.11,nan,nan,nan,nan,1.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,579.56,nan,nan,nan,nan,nan,2045.32,nan,0.00
Kotka,Finland,11.59,63.22,7.64,7.38,4.21,4.31,2.28,1.40,1.05,2.11,2.32,2.51,7.66,10.98,18.34,2.43,1.77,2.30,3.70,1.17,1.49,1.96,1.71,12.64,2.70,3.16,9.38,4.74,54.79,7.27,1.37,49.00,2.29,28977.99,30031.74,108.82,0.08,22.85,42.04,21.07,12.64,399.76,5479.48,95.97,41.03,63.22,84.30,nan,nan,nan,474.19,nan,nan,3371.98,1.23,0.00
Kavala,Greece,15.81,52.69,8.43,4.21,3.69,3.39,2.05,0.60,1.38,1.30,1.67,4.37,11.78,8.79,8.87,2.36,2.59,1.77,2.19,1.03,0.90,1.00,0.92,6.59,1.84,1.58,5.22,1.16,57.96,3.90,1.05,21.07,2.26,21074.90,21593.87,214.26,0.60,33.64,36.88,29.86,8.43,263.44,6849.34,72.71,46.19,72.01,85.18,380.85,299.56,526.87,448.90,2502.64,1966.99,711.28,5.10,1.00
Bad Salzuflen,Germany,13.70,71.13,9.48,3.69,3.69,3.00,1.58,2.10,0.95,1.42,1.15,3.09,nan,9.43,25.29,2.63,1.84,3.15,nan,3.15,nan,1.58,nan,3.15,nan,1.32,10.01,7.90,nan,6.64,1.90,nan,nan,26238.26,23920.02,368.81,nan,31.60,73.76,31.61,12.64,79.03,nan,131.72,52.69,263.44,263.44,421.50,316.12,737.62,526.87,nan,nan,nan,1.80,0.00
Cava de' Tirreni,Italy,15.81,31.61,10.54,4.21,7.38,2.63,3.16,0.53,1.41,1.90,1.50,2.98,21.07,15.81,8.42,1.94,2.91,1.50,4.74,1.32,2.11,0.75,0.65,4.44,1.94,0.90,4.39,1.26,nan,2.25,2.25,nan,2.25,18022.01,18022.01,105.37,0.18,18.58,36.88,21.07,10.54,nan,nan,158.06,32.65,210.75,210.75,1720.46,526.87,752.15,737.62,3310.19,1986.11,902.58,2.75,0.00
Siena,Italy,18.44,68.49,9.48,5.27,5.27,1.45,2.63,1.32,1.48,2.37,2.13,2.74,22.39,11.59,21.07,2.63,1.98,3.09,2.85,2.14,2.07,1.30,0.37,6.32,1.42,1.79,5.80,1.58,38.46,4.74,2.11,nan,2.31,18967.41,14752.43,370.57,nan,31.22,65.68,26.34,8.43,727.08,16227.68,94.84,57.96,131.72,179.14,755.18,684.93,1275.03,1018.62,5795.60,2634.36,1492.10,2.19,1.00
Normal,United States,10.00,40.00,6.75,5.75,4.00,4.25,2.23,1.31,0.79,3.00,7.53,2.25,11.76,10.00,16.00,6.61,1.54,4.55,6.31,5.87,5.28,1.96,2.00,11.50,2.86,2.08,8.50,2.50,92.50,4.25,2.11,30.00,1.18,13000.00,16000.00,231.57,0.20,60.40,nan,7.22,7.00,700.00,8750.00,41.25,16.00,72.50,40.00,975.00,700.00,2200.00,1500.00,1700.00,1200.00,2600.00,5.43,0.00
Rotorua,New Zealand,12.83,44.90,9.30,5.13,5.13,2.99,1.99,1.82,2.10,2.60,1.40,4.31,8.34,8.98,11.53,1.92,1.92,2.69,2.14,1.89,1.60,2.56,1.28,9.61,1.77,2.98,22.45,1.80,67.35,1.92,1.86,38.48,1.80,23236.63,20364.44,119.73,0.13,57.73,27.97,9.41,9.46,320.70,6414.00,114.81,40.09,106.90,117.59,983.48,711.95,1523.32,931.63,nan,4810.50,2458.70,4.43,0.00
Arroyo Grande,United States,18.00,65.00,7.25,nan,5.00,4.75,nan,1.00,nan,nan,5.51,nan,9.92,nan,26.46,4.41,2.85,3.58,3.30,2.48,3.14,1.66,1.50,12.50,nan,3.50,9.00,nan,nan,8.00,nan,20.00,nan,17000.00,18000.00,192.50,nan,44.99,50.00,nan,11.75,nan,nan,30.00,15.00,80.00,50.00,nan,nan,2700.00,2400.00,5112.86,3767.37,nan,nan,0.00
Avellino,Italy,6.32,52.69,5.27,2.11,2.11,0.71,1.00,0.61,0.98,1.02,1.62,1.67,5.16,5.18,6.46,1.06,1.05,0.99,1.37,0.84,0.85,0.46,0.19,2.11,0.76,0.83,5.80,1.26,36.88,4.21,1.05,10.54,2.15,23182.39,25377.70,109.14,0.06,23.33,40.83,33.72,5.27,260.80,nan,36.88,20.02,66.99,78.28,474.19,nan,nan,nan,nan,nan,1440.12,1.19,0.00
Brunswick,United States,17.50,40.00,7.50,5.00,7.50,4.00,2.24,1.70,1.03,2.48,3.60,4.29,10.20,9.92,8.80,5.57,1.43,2.43,2.97,1.21,0.82,2.02,0.95,8.99,2.86,5.16,6.00,2.65,nan,4.00,1.49,18.00,1.17,32789.00,21000.00,184.40,nan,77.28,20.00,nan,11.00,766.67,8500.00,51.00,41.67,72.00,123.00,900.00,1275.00,2475.00,2100.00,nan,nan,5291.67,5.43,0.00
Cuenca,Spain,10.54,34.25,7.90,2.11,2.63,1.26,1.83,0.97,0.68,0.66,nan,1.99,10.54,5.09,8.96,1.57,1.46,0.63,3.09,0.63,1.12,1.05,1.02,3.16,0.48,1.11,5.48,1.11,nan,3.74,0.90,18.97,1.52,20021.16,21074.90,152.79,nan,56.20,36.88,10.54,7.64,nan,3161.24,59.71,29.86,89.57,77.27,nan,nan,nan,nan,2212.86,1264.49,1185.46,3.52,0.00
Wayne,United States,50.00,61.00,8.50,7.00,3.88,4.00,nan,1.00,0.97,3.68,4.17,3.04,9.66,17.44,11.43,4.95,1.24,4.41,4.17,2.20,3.14,1.89,2.00,15.87,1.79,5.40,6.99,nan,nan,4.00,1.12,27.50,1.11,30500.00,18000.00,127.50,0.00,91.25,nan,nan,12.84,948.58,40000.00,30.00,35.99,82.00,113.00,1800.00,1500.00,2200.00,2000.00,nan,nan,nan,4.25,0.00
Yucaipa,United States,10.00,50.00,11.00,5.00,6.00,6.33,1.89,1.75,1.49,3.31,5.51,nan,14.88,17.64,17.64,3.31,1.65,2.76,3.31,1.65,1.38,1.25,1.75,17.50,3.93,3.75,9.50,5.00,30.00,nan,nan,nan,nan,45000.00,33000.00,300.00,nan,85.00,35.00,nan,15.00,800.00,60000.00,50.00,85.00,125.00,100.00,1800.00,1500.00,3000.00,2700.00,nan,nan,5000.00,nan,0.00
Salo,Finland,13.70,68.49,8.17,5.27,3.16,3.37,2.07,0.95,0.79,1.74,2.05,1.90,7.01,14.52,19.97,1.04,1.57,1.89,6.00,1.36,1.42,3.47,0.90,nan,1.98,2.52,9.80,3.48,89.57,6.22,1.69,49.57,2.34,25289.89,22128.65,256.19,0.07,23.18,41.10,31.61,12.64,126.45,2739.74,57.96,47.42,52.69,63.22,590.10,nan,737.62,632.25,4741.85,3161.24,4004.23,1.80,0.00
Williamsport,United States,nan,65.00,8.00,5.75,4.00,5.00,2.00,1.40,1.16,3.74,6.61,nan,9.10,nan,7.17,3.85,1.74,4.39,4.39,2.18,3.03,1.99,0.88,14.00,nan,4.67,8.90,nan,45.00,7.00,nan,nan,1.06,nan,nan,174.48,nan,59.00,50.00,nan,14.50,800.00,25000.00,51.67,42.50,73.33,85.00,814.00,nan,1200.00,1500.00,nan,nan,nan,5.43,0.00
Huesca,Spain,12.64,42.15,8.43,2.37,3.16,1.76,1.51,0.88,0.67,1.09,1.03,1.79,7.73,4.74,11.06,1.84,2.97,2.09,2.21,1.79,1.03,0.90,0.37,4.21,0.79,0.98,5.27,1.05,34.25,4.21,0.53,26.34,1.72,24763.01,27450.06,84.02,0.18,23.71,38.64,9.48,8.17,316.12,3951.54,79.91,23.71,72.44,94.84,395.15,342.47,684.93,579.56,2107.49,1440.12,2031.09,2.45,0.00
Wetzlar,Germany,21.07,126.45,10.54,4.21,4.21,4.21,3.16,2.11,0.74,1.58,2.11,3.79,21.07,5.27,6.32,2.11,2.11,2.11,nan,1.05,1.05,1.05,0.53,8.43,1.05,1.05,8.43,4.74,136.99,2.11,3.16,31.61,2.63,26343.63,26343.63,179.14,0.32,52.69,26.34,47.42,15.81,316.12,5690.22,63.22,73.76,94.84,136.99,737.62,579.56,1791.37,1369.87,2318.24,1475.24,1369.87,nan,0.00
Pinellas Park,United States,nan,nan,6.00,nan,8.00,5.99,nan,1.00,nan,2.76,7.17,2.45,nan,nan,nan,3.09,1.30,8.82,nan,1.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.11,nan,nan,100.00,nan,56.00,34.00,nan,nan,nan,nan,65.00,15.00,90.00,nan,900.00,850.00,nan,1100.00,nan,nan,nan,nan,0.00
Apopka,United States,20.00,45.00,9.00,5.00,5.00,4.57,2.19,1.77,1.12,3.25,3.60,3.68,10.35,10.89,13.59,4.84,1.44,3.79,3.57,2.74,2.58,2.02,1.68,8.99,2.37,3.16,7.00,nan,nan,3.00,1.49,21.00,1.15,23195.00,21497.80,184.40,0.22,74.52,nan,nan,9.00,975.00,7983.33,40.37,37.66,78.97,91.25,nan,nan,nan,nan,nan,nan,nan,5.41,0.00
Karlovac,Croatia,6.98,27.92,5.58,2.09,2.30,1.42,1.81,1.14,0.94,0.97,1.47,2.23,6.70,6.00,6.81,1.12,1.34,1.50,1.36,0.75,0.80,0.87,0.89,4.89,1.29,1.63,4.75,2.09,27.92,3.49,0.77,8.38,1.49,27181.65,25825.73,139.99,0.09,21.41,27.92,nan,4.19,120.99,nan,65.15,29.59,60.49,69.80,279.20,186.13,349.00,232.66,1186.59,697.99,837.59,2.98,0.00
Kalamata,Greece,10.54,42.15,7.38,3.16,5.27,2.98,1.45,0.53,1.50,1.21,2.16,3.10,9.06,8.17,10.93,2.00,1.77,1.22,1.92,0.94,1.27,1.05,0.82,6.32,2.35,3.51,4.74,1.66,42.15,3.90,0.78,12.64,2.12,20284.60,17386.80,190.31,0.08,43.91,44.78,12.12,11.59,263.44,3688.11,76.40,38.20,82.98,100.11,385.67,316.12,695.47,600.63,2002.12,1817.71,850.90,3.33,0.00
Grand Island,United States,11.50,56.00,9.62,4.38,6.00,4.83,2.50,1.66,nan,nan,6.61,nan,9.92,nan,8.82,4.18,1.75,3.19,2.93,3.34,4.03,2.16,1.62,8.00,nan,3.00,7.12,1.50,25.00,3.00,0.62,50.00,1.19,25000.00,22000.00,100.00,nan,63.33,40.00,nan,6.50,nan,nan,60.00,nan,75.00,50.00,750.00,nan,nan,nan,nan,nan,nan,nan,0.00
Watertown,United States,13.50,52.50,10.00,5.00,4.50,4.12,2.00,1.62,0.91,2.94,7.71,2.53,11.02,9.55,14.21,5.77,2.57,7.34,6.61,4.04,6.61,3.00,1.95,10.00,1.79,3.00,10.50,1.50,44.00,2.95,1.52,60.00,1.23,10000.00,20000.00,100.00,0.15,61.67,nan,nan,12.00,1183.33,17500.00,30.00,28.33,65.00,65.00,1250.00,1250.00,2000.00,550.00,nan,nan,nan,5.45,0.00
Passau,Germany,10.54,52.69,8.43,3.42,4.21,3.41,2.70,2.21,1.12,1.54,1.99,3.09,12.79,8.51,25.29,2.35,1.88,2.18,1.03,1.58,1.36,1.19,0.66,4.74,0.75,1.76,8.43,2.11,44.78,3.69,2.11,28.45,2.31,23447.94,25284.09,224.19,0.17,40.74,35.12,20.02,9.48,105.37,nan,80.44,42.85,94.84,97.30,701.99,467.16,1185.46,983.50,3688.11,3161.24,1756.24,4.20,1.00
Pasaje,Ecuador,3.50,25.00,6.50,1.50,3.12,2.25,0.53,0.42,1.28,3.63,1.25,2.60,2.75,2.50,9.25,1.50,1.14,0.30,1.00,0.50,0.75,0.45,1.50,6.50,1.29,1.62,5.50,nan,nan,1.50,1.50,10.00,0.49,19000.00,28000.00,78.33,nan,53.67,nan,nan,2.85,nan,nan,nan,nan,90.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Wylie,United States,15.00,40.00,6.50,nan,6.00,4.50,1.50,1.43,0.85,nan,2.09,nan,nan,nan,nan,nan,0.82,1.10,nan,1.10,1.10,0.50,0.50,4.50,nan,1.30,4.97,nan,nan,2.00,0.93,10.00,1.17,12000.00,12000.00,55.00,0.03,45.00,32.50,nan,10.00,950.00,4790.00,24.21,30.00,48.33,80.00,1800.00,1200.00,2800.00,2200.00,nan,nan,nan,nan,0.00
Arsenyev,Russia,nan,nan,nan,nan,nan,nan,nan,nan,1.57,0.67,0.61,1.88,nan,5.12,10.08,nan,2.06,nan,nan,nan,nan,nan,0.85,nan,1.92,nan,2.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Kobryn,Belarus,9.90,47.50,5.15,1.32,1.98,1.76,0.59,0.40,0.81,0.63,1.47,1.44,7.08,4.26,8.02,1.57,2.04,1.92,2.86,0.83,0.80,1.58,0.67,7.92,1.11,2.05,1.78,nan,nan,1.58,0.20,5.94,0.92,20889.72,27846.94,59.37,0.05,13.96,nan,nan,4.75,457.82,6572.74,66.65,44.70,105.98,110.69,nan,nan,nan,nan,nan,nan,nan,19.76,0.00
Poprad,Slovakia,10.54,36.88,6.85,1.79,1.58,2.29,1.62,1.42,0.87,1.16,1.37,2.44,11.59,6.77,12.26,1.31,1.53,1.72,2.35,1.04,0.87,1.09,0.70,4.74,0.88,1.09,4.27,0.74,21.07,3.16,1.34,nan,1.69,24236.14,21426.15,163.33,0.04,20.28,25.03,12.64,6.59,277.49,5268.73,47.42,26.34,65.86,63.22,544.44,403.94,878.12,702.50,2458.74,1826.49,841.94,2.82,0.00
Alesund,Norway,15.41,82.20,12.84,8.99,7.71,4.80,3.60,2.91,1.72,2.30,3.00,3.38,10.79,10.28,33.22,2.00,1.82,2.52,3.75,1.80,2.34,3.39,1.94,14.90,3.70,3.94,12.33,4.26,58.05,10.17,2.06,61.65,2.12,33393.99,32238.04,186.24,0.12,56.80,49.75,20.55,15.93,347.74,4545.69,95.04,56.51,116.88,138.71,1233.01,760.36,1541.26,1233.01,4841.44,2894.15,3452.42,2.67,0.00
Wolfenbuttel,Germany,21.07,52.69,15.81,nan,nan,nan,nan,1.05,nan,nan,2.74,nan,nan,nan,nan,nan,1.26,1.37,nan,1.05,nan,nan,1.26,nan,1.06,nan,nan,1.69,174.92,3.06,2.32,nan,nan,nan,nan,223.92,nan,52.69,52.69,nan,10.54,nan,nan,105.37,21.07,84.30,105.37,526.87,526.87,948.37,684.93,nan,nan,1965.32,nan,0.00
Canoinhas,Brazil,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.87,32.57,nan,nan,nan,1.26,18009.73,22607.96,nan,nan,12.45,nan,nan,nan,134.12,4119.25,nan,nan,nan,nan,306.55,170.52,762.54,210.75,nan,nan,379.35,5.00,0.00
Pordenone,Italy,15.81,63.22,8.64,5.01,4.21,1.67,2.72,1.19,1.12,1.80,1.94,3.54,9.75,9.83,17.91,1.83,1.87,2.47,2.86,1.33,1.57,1.37,0.41,5.27,1.29,2.30,5.48,1.58,47.42,3.00,1.88,44.26,2.16,25289.89,28385.26,209.80,0.14,32.80,43.91,16.51,10.12,342.47,7376.22,70.75,32.97,71.79,105.37,554.27,476.29,864.07,684.93,1536.71,1229.37,1562.24,2.46,1.00
Lacey,United States,12.00,60.00,10.00,5.40,6.00,4.88,2.08,1.31,0.95,2.91,3.67,4.00,14.05,5.14,5.00,4.06,1.73,3.18,5.27,2.34,2.28,1.65,1.00,9.00,3.57,4.00,10.00,0.00,nan,2.50,1.12,18.00,1.32,25000.00,21900.00,155.00,0.10,67.00,nan,nan,9.00,825.00,6000.00,39.29,35.00,64.83,112.83,1550.00,1700.00,2800.00,2500.00,nan,2583.34,4000.00,4.62,0.00
Summerville,United States,12.00,45.00,7.50,3.50,5.00,4.25,2.00,1.50,0.84,2.48,2.47,1.79,5.51,5.05,11.00,4.38,1.47,3.42,4.62,2.26,1.80,1.52,1.17,6.00,2.43,2.56,6.25,nan,nan,2.65,1.43,30.00,1.00,20000.00,20250.00,184.66,0.15,55.00,26.66,nan,11.25,800.00,9500.00,30.00,29.50,63.33,82.00,2300.00,1350.00,3375.00,1825.00,nan,nan,4000.00,5.43,0.00
Welland,Canada,14.08,63.00,7.41,5.00,5.37,3.15,1.39,1.35,1.79,1.98,3.36,2.58,11.98,8.17,12.59,2.98,1.19,2.56,2.94,1.78,2.22,2.14,2.03,11.12,2.36,2.32,10.75,2.41,63.00,2.59,1.78,18.75,1.46,21485.93,17118.71,127.46,0.23,61.43,24.95,11.12,9.63,592.92,nan,43.91,26.40,77.41,87.09,1037.61,1000.55,1729.35,1482.30,nan,nan,2408.74,6.25,0.00
Parsippany-Troy Hills,United States,nan,67.50,7.75,4.00,6.00,4.38,2.00,1.75,1.21,2.57,2.63,nan,12.45,6.61,9.91,3.59,1.21,2.08,3.31,1.76,2.18,1.75,1.50,9.99,1.97,1.16,9.50,4.00,120.00,3.25,2.49,16.90,1.11,19000.00,17000.00,130.23,0.12,67.33,nan,nan,12.50,nan,24000.00,38.83,37.00,85.00,104.00,1800.00,1500.00,3200.00,3200.00,3067.71,2260.42,7666.00,5.62,0.00
Civitavecchia,Italy,18.44,73.76,7.37,4.21,4.74,1.32,2.63,1.05,1.05,1.05,1.48,2.02,10.54,13.70,16.86,2.11,2.11,1.79,2.11,2.11,3.16,1.37,1.26,16.86,nan,nan,6.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.69,nan,nan,nan,nan,nan,nan,nan,nan,558.48,nan,nan,nan,nan,nan,nan,nan,0.00
Kleve,Germany,15.81,57.96,9.48,3.16,2.37,3.02,2.10,1.32,0.91,1.58,2.10,2.82,nan,9.32,8.43,3.34,1.94,2.63,0.83,nan,0.94,1.05,0.68,5.27,0.56,1.42,7.38,3.06,84.30,3.48,1.79,42.36,2.16,nan,nan,160.65,0.09,36.88,39.16,26.34,10.54,nan,nan,84.30,21.07,168.60,104.32,368.81,395.15,948.37,737.62,nan,nan,nan,2.87,0.00
Lompoc,United States,20.00,82.50,8.00,10.00,9.00,5.03,3.50,2.90,1.12,3.88,5.62,3.75,9.74,nan,nan,6.44,2.71,3.67,9.92,4.33,3.52,1.82,2.37,10.00,3.57,3.75,10.09,nan,nan,nan,2.80,nan,1.75,27500.00,27500.00,164.00,0.10,64.97,nan,nan,11.00,2000.00,40000.00,29.00,43.75,59.00,69.00,1000.00,nan,1300.00,1900.00,2690.98,2798.62,nan,5.00,0.00
Trinidad,Cuba,10.00,40.00,7.00,2.50,3.00,1.91,2.28,1.63,3.52,1.18,1.85,1.64,4.85,6.07,11.59,6.24,1.10,1.12,2.05,1.82,2.34,0.86,0.98,10.00,1.49,1.71,3.50,nan,nan,1.00,0.50,15.00,1.14,80000.00,81500.00,37.14,0.26,165.00,nan,nan,1.12,70.00,15166.67,55.50,44.33,79.17,78.00,nan,nan,nan,nan,nan,nan,nan,5.73,0.00
Caldas da Rainha,Portugal,8.43,42.15,6.32,1.90,2.11,0.97,1.48,1.13,0.88,1.26,1.59,2.66,6.34,6.30,11.56,1.29,1.10,1.22,2.74,1.63,1.07,1.02,0.76,4.21,1.65,2.98,7.22,1.16,31.61,3.98,0.84,10.54,2.12,23709.27,26343.63,106.43,0.16,39.20,36.88,5.27,8.43,342.47,3609.08,107.48,43.55,66.74,84.30,632.25,491.75,1027.40,948.37,1559.54,1053.75,1023.71,2.25,0.00
Eilat,Israel,23.49,49.76,18.50,7.63,7.63,3.35,2.94,2.35,1.76,2.35,2.35,3.52,11.74,10.86,19.08,2.94,2.06,1.82,1.90,1.41,1.17,1.08,1.27,10.42,2.35,2.79,10.28,1.44,32.88,6.61,1.47,16.15,2.02,35231.43,39635.35,158.54,0.06,26.42,58.72,29.36,11.74,792.71,14679.76,58.72,41.81,102.76,93.58,836.75,792.71,1321.18,1174.38,6217.15,7811.55,2153.03,3.50,0.00
Bad Kreuznach,Germany,21.07,52.69,10.54,3.16,1.58,2.63,1.05,1.05,0.90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.69,73.76,nan,12.64,nan,nan,52.69,21.07,63.22,42.15,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Pola de Siero,Spain,12.64,39.52,10.54,2.63,2.69,1.69,1.77,1.30,0.81,1.08,1.50,2.33,12.64,6.94,11.80,1.51,1.84,1.09,1.83,1.05,1.50,1.04,0.53,5.27,0.88,1.26,5.27,2.11,26.34,5.27,1.05,26.34,1.67,25816.76,21777.40,133.83,0.06,40.19,52.69,31.61,7.90,258.17,6322.47,72.01,29.86,79.03,103.27,nan,nan,nan,nan,nan,1685.99,nan,2.00,0.00
Covilha,Portugal,6.32,31.61,6.59,1.58,2.11,1.23,0.94,0.74,0.59,0.92,1.32,1.42,12.64,5.05,8.60,1.32,1.09,1.29,1.29,0.83,0.87,0.74,0.32,3.16,0.74,1.89,4.79,1.37,41.04,3.42,0.61,15.60,2.14,26343.63,26343.63,84.30,0.16,35.56,35.12,10.54,6.95,200.21,nan,80.79,18.62,57.96,42.15,382.86,210.75,605.90,368.81,884.09,790.31,948.37,1.50,0.00
Solnechnogorsk,Russia,nan,nan,nan,nan,nan,nan,nan,nan,1.36,0.78,2.24,1.73,10.56,5.44,11.20,2.24,1.42,2.08,4.00,0.96,1.12,1.42,0.72,11.20,0.94,3.02,2.70,nan,nan,nan,nan,nan,nan,nan,nan,224.40,0.03,6.80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,480.00,12.00,0.00
Karvina,Czech Republic,5.19,17.30,5.19,1.64,1.73,2.27,0.97,0.65,0.56,1.64,1.08,2.08,8.65,5.62,8.65,1.19,1.08,1.30,1.73,0.87,0.87,1.30,0.43,4.33,0.65,0.87,5.84,nan,nan,0.87,0.69,nan,1.82,17260.17,25911.89,173.03,0.09,10.81,nan,nan,6.49,173.03,nan,64.89,17.30,51.91,64.89,nan,nan,nan,432.59,nan,nan,nan,7.00,0.00
Tsukubamirai,Japan,5.21,37.23,3.54,2.08,2.98,2.49,0.74,0.74,1.38,0.78,2.23,1.85,8.93,6.70,11.91,3.72,2.23,3.72,2.23,1.86,1.49,1.27,0.76,7.45,2.20,3.13,3.54,1.49,111.68,5.58,1.49,52.12,1.13,23299.71,16491.08,159.18,0.37,32.51,65.15,14.89,13.77,186.13,12842.94,50.25,44.67,106.71,173.72,595.61,260.58,818.97,521.16,nan,nan,1861.30,0.79,0.00
Chieti,Italy,15.81,52.69,7.38,3.69,3.69,1.33,1.58,0.86,1.04,1.32,1.65,3.10,14.05,12.12,15.28,1.72,1.95,1.21,2.10,1.19,1.88,1.16,0.65,4.21,1.21,1.93,5.80,1.26,36.88,4.21,1.37,25.29,2.15,23498.52,17899.24,158.25,0.13,32.93,42.15,13.17,7.38,474.19,nan,108.89,23.71,63.22,94.84,684.93,474.19,948.37,737.62,1053.75,nan,1765.02,1.40,0.00
Sierra Vista,United States,nan,nan,6.75,nan,5.50,3.83,nan,1.42,nan,nan,2.18,3.79,8.27,nan,nan,2.76,1.01,0.88,2.20,1.98,1.31,0.74,1.62,7.50,nan,nan,6.00,nan,nan,6.00,nan,nan,nan,nan,nan,179.37,nan,83.75,nan,nan,8.00,nan,nan,31.00,20.99,85.00,54.00,nan,nan,nan,nan,nan,nan,nan,5.43,0.00
Tulsipur,Nepal,1.35,9.23,5.48,2.15,3.03,1.48,0.35,0.27,0.63,0.46,0.54,1.11,6.15,3.08,2.69,1.15,0.77,1.15,0.46,0.35,0.31,0.15,0.15,6.54,1.69,2.99,1.69,nan,nan,nan,nan,nan,0.72,nan,nan,11.53,0.02,8.07,nan,nan,1.92,19.22,nan,10.00,11.53,38.44,13.46,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Rincon de la Victoria,Spain,8.43,31.61,nan,1.58,2.11,1.84,1.58,1.05,0.71,nan,nan,1.53,nan,nan,nan,nan,1.37,nan,nan,nan,nan,nan,0.53,4.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,158.06,nan,31.61,nan,nan,nan,316.12,5268.73,52.69,31.61,nan,63.22,684.93,605.90,1159.12,1001.06,nan,nan,1159.12,1.00,0.00
Knysna,South Africa,3.88,18.25,2.85,1.14,1.48,1.60,0.77,0.57,1.05,0.57,0.86,1.71,4.85,3.99,8.29,1.50,1.17,1.42,1.14,1.08,0.86,0.86,0.82,4.56,0.86,1.43,2.85,1.14,19.96,0.57,0.46,17.11,1.17,10835.09,12545.89,68.43,0.09,39.89,nan,nan,7.07,142.57,4562.14,45.62,28.51,103.00,51.32,342.16,427.70,769.86,1140.54,855.40,684.32,387.78,8.81,0.00
Glendora,United States,15.00,70.00,8.50,3.00,6.50,3.00,2.00,1.25,1.06,3.31,3.96,5.00,4.17,33.07,22.05,5.51,1.52,5.50,5.51,4.39,5.16,2.00,2.00,10.50,2.86,3.00,10.25,nan,nan,2.85,1.68,nan,1.59,22500.00,20000.00,136.67,nan,57.50,nan,nan,14.00,nan,nan,52.50,30.00,80.00,100.00,1800.00,nan,nan,nan,nan,nan,nan,5.00,0.00
Ravensburg,Germany,10.54,43.20,8.43,3.93,3.95,3.06,3.00,2.00,1.16,2.11,1.48,2.78,13.07,7.79,15.81,2.11,1.52,2.10,0.83,0.74,0.94,0.63,0.52,4.21,0.56,1.05,7.38,2.53,65.86,3.06,2.21,31.61,2.25,24236.14,20969.53,174.50,0.16,38.29,50.93,nan,11.59,210.75,4552.18,73.76,21.07,68.49,73.76,nan,526.87,1159.12,948.37,6322.47,4952.60,2265.55,1.62,0.00
New Bern,United States,13.50,39.00,7.78,3.00,4.50,3.50,2.33,1.50,0.89,2.54,3.17,4.99,9.81,7.75,12.13,4.40,1.30,3.74,3.28,1.32,2.45,1.83,1.33,10.00,1.79,1.25,7.60,nan,nan,3.00,1.71,60.00,1.07,21922.50,20750.00,166.67,0.10,65.00,nan,nan,7.50,nan,17500.00,36.83,30.00,63.00,75.00,nan,nan,nan,nan,nan,nan,nan,5.43,0.00
